OTUnumber	SAMPLE.271.GP.6.15	SAMPLE.381.MA5.30	SAMPLE.337.GA7.90	SAMPLE.399.MF.II6.30	SAMPLE.393.MP.7.30	SAMPLE.269.GP.5.15	SAMPLE.435.MA8.90	SAMPLE.433.MA7.90	SAMPLE.409.MA7.60	SAMPLE.397.MF.II.5.30	SAMPLE.355.GF.II.8.90	SAMPLE.389.MP.5.30	SAMPLE.415.MP.6.60	SAMPLE.373.MF.II.5.15	SAMPLE.413.MP.5.60	SAMPLE.287.GA6.30	SAMPLE.331.GF.II.8.60	SAMPLE.375.MF.II6.15	SAMPLE.427.MF.II.8.60	SAMPLE.383.MA6.30	SAMPLE.265.GA7.15	SAMPLE.359.MA6.15	SAMPLE.443.MP.8.90	SAMPLE.305.GF.II.7.30	SAMPLE.315.GA8.60	SAMPLE.319.GP.6.60	SAMPLE.349.GF.II.5.90	SAMPLE.371.MP.8.15	SAMPLE.279.GF.II6.15	SAMPLE.407.MA6.60	SAMPLE.431.MA6.90	SAMPLE.451.MF.II.8.90	SAMPLE.281.GF.II.7.15	SAMPLE.303.GF.II6.30	SAMPLE.453.16S.negative	SAMPLE.369.MP.7.15	SAMPLE.439.MP.6.90	SAMPLE.379.MF.II.8.15	SAMPLE.317.GP.5.60	SAMPLE.261.GA5.15	SAMPLE.395.MP.8.30	SAMPLE.387.MA8.30	SAMPLE.339.GA8.90	SAMPLE.385.MA7.30	SAMPLE.325.GF.II.5.60	SAMPLE.351.GF.II6.90	SAMPLE.327.GF.II6.60	SAMPLE.449.MF.II.7.90	SAMPLE.421.MF.II.5.60	SAMPLE.299.GP.8.30	SAMPLE.437.MP.5.90	SAMPLE.307.GF.II.8.30	SAMPLE.277.GF.II.5.15	SAMPLE.401.MF.II.7.30	SAMPLE.357.MA5.15	SAMPLE.417.MP.7.60	SAMPLE.289.GA7.30	SAMPLE.425.MF.II.7.60	SAMPLE.263.GA6.15	SAMPLE.301.GF.II.5.30	SAMPLE.447.MF.II6.90	SAMPLE.429.MA5.90	SAMPLE.273.GP.7.15	SAMPLE.377.MF.II.7.15	SAMPLE.411.MA8.60	SAMPLE.367.MP.6.15	SAMPLE.405.MA5.60	SAMPLE.309.GA5.60	SAMPLE.423.MF.II6.60	SAMPLE.283.GF.II.8.15	SAMPLE.403.MF.II.8.30	SAMPLE.335.GA6.90	SAMPLE.295.GP.6.30	SAMPLE.293.GP.5.30	SAMPLE.329.GF.II.7.60	SAMPLE.347.GP.8.90	SAMPLE.441.MP.7.90	SAMPLE.285.GA5.30	SAMPLE.361.MA7.15	SAMPLE.333.GA5.90	SAMPLE.445.MF.II.5.90	SAMPLE.297.GP.7.30	SAMPLE.321.GP.7.60	SAMPLE.291.GA8.30	SAMPLE.365.MP.5.15	SAMPLE.343.GP.6.90	SAMPLE.341.GP.5.90	SAMPLE.323.GP.8.60	SAMPLE.267.GA8.15	SAMPLE.363.MA8.15	SAMPLE.311.GA6.60	SAMPLE.345.GP.7.90	SAMPLE.391.MP.6.30	SAMPLE.353.GF.II.7.90	SAMPLE.419.MP.8.60	SAMPLE.275.GP.8.15	SAMPLE.313.GA7.60	domain_id	domain_conf	phylum_id	phylum_conf	class_id	class_conf	order_id	order_conf	family_id	family_conf	genus_id	genus_conf
OTU_4110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	2	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhizobiales	99.0	Rhizobiales_Incertae_Sedis	99.0	Rhizomicrobium	99.0
OTU_4111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Cyanobacteria	91.0	Chloroplast	89.0	Chloroplast_unclassified	89.0	Chloroplast_unclassified	89.0	Chloroplast_unclassified	89.0
OTU_4112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Gemmatimonadetes	95.0	Gemmatimonadetes	95.0	Gemmatimonadales	95.0	Gemmatimonadaceae	95.0	Gemmatimonadaceae_unclassified	95.0
OTU_4113	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteria	94.0	Planctomycetes	79.0	Planctomycetes_unclassified	79.0	Planctomycetes_unclassified	79.0	Planctomycetes_unclassified	79.0	Planctomycetes_unclassified	79.0
OTU_4114	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	1	0	2	0	0	0	Bacteria	100.0	TM6	100.0	TM6_unclassified	100.0	TM6_unclassified	100.0	TM6_unclassified	100.0	TM6_unclassified	100.0
OTU_4115	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Chloroflexi	98.0	Ktedonobacteria	98.0	Ktedonobacterales	84.0	Ktedonobacterales_unclassified	84.0	Ktedonobacterales_unclassified	84.0
OTU_4116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	Bacteria	100.0	Proteobacteria	91.0	Deltaproteobacteria	79.0	Myxococcales	76.0	0319-6G20	76.0	0319-6G20_unclassified	76.0
OTU_4117	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	4	1	0	0	0	2	0	0	0	1	0	0	0	1	0	Bacteria	100.0	Planctomycetes	100.0	Planctomycetacia	100.0	Planctomycetales	100.0	Planctomycetaceae	100.0	Gemmata	100.0
OTU_4118	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Planctomycetes	100.0	Planctomycetacia	100.0	Planctomycetales	100.0	Planctomycetaceae	100.0	Planctomycetaceae_unclassified	100.0
OTU_4119	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	3	0	0	4	0	0	0	0	2	Bacteria	100.0	Verrucomicrobia	100.0	OPB35_soil_group	100.0	OPB35_soil_group_unclassified	100.0	OPB35_soil_group_unclassified	100.0	OPB35_soil_group_unclassified	100.0
OTU_4120	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Verrucomicrobia	100.0	Verrucomicrobia_unclassified	100.0	Verrucomicrobia_unclassified	100.0	Verrucomicrobia_unclassified	100.0	Verrucomicrobia_unclassified	100.0
OTU_4121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Planctomycetes	100.0	Planctomycetacia	100.0	Planctomycetales	100.0	Planctomycetaceae	100.0	Gemmata	64.0
OTU_4122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	TM6	99.0	TM6_unclassified	99.0	TM6_unclassified	99.0	TM6_unclassified	99.0	TM6_unclassified	99.0
OTU_4123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Armatimonadetes	64.0	Armatimonadetes_unclassified	64.0	Armatimonadetes_unclassified	64.0	Armatimonadetes_unclassified	64.0	Armatimonadetes_unclassified	64.0
OTU_4124	0	14	14	6	11	10	17	8	4	4	4	6	24	4	2	7	19	0	2	9	30	5	5	4	24	5	0	19	2	2	1	5	3	0	0	8	11	4	5	26	12	5	13	12	0	0	0	4	5	11	1	2	0	4	6	7	9	10	1	0	3	4	7	11	7	27	9	8	6	7	8	15	1	10	6	8	6	8	14	7	3	14	36	17	3	7	10	17	4	14	7	21	3	6	10	15	8	Bacteria	100.0	Firmicutes	100.0	Bacilli	100.0	Bacillales	95.0	Bacillales_unclassified	95.0	Bacillales_unclassified	95.0
OTU_4125	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	Bacteria	99.0	Planctomycetes	98.0	Planctomycetacia	97.0	Planctomycetales	97.0	Planctomycetaceae	97.0	Pirellula	64.0
OTU_4126	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	2	1	0	1	0	0	1	1	0	0	0	0	2	0	0	0	9	0	0	0	0	0	Bacteria	99.0	Proteobacteria	90.0	Deltaproteobacteria	72.0	Myxococcales	56.0	0319-6G20	56.0	0319-6G20_unclassified	56.0
OTU_4127	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhizobiales	100.0	Rhizobiales_Incertae_Sedis	95.0	Bauldia	95.0
OTU_4128	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	Bacteria	100.0	Verrucomicrobia	100.0	Spartobacteria	100.0	Chthoniobacterales	100.0	Chthoniobacteraceae	96.0	Chthoniobacter	96.0
OTU_4129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	96.0	Chloroflexi	83.0	Ktedonobacteria	82.0	Ktedonobacteria_unclassified	82.0	Ktedonobacteria_unclassified	82.0	Ktedonobacteria_unclassified	82.0
OTU_4130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	Bacteria	98.0	Chloroflexi	94.0	Ktedonobacteria	83.0	Ktedonobacterales	74.0	Ktedonobacterales_unclassified	74.0	Ktedonobacterales_unclassified	74.0
OTU_4131	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Verrucomicrobia	100.0	OPB35_soil_group	100.0	OPB35_soil_group_unclassified	100.0	OPB35_soil_group_unclassified	100.0	OPB35_soil_group_unclassified	100.0
OTU_4132	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	2	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	Bacteria	100.0	Firmicutes	100.0	Clostridia	100.0	Clostridiales	100.0	Lachnospiraceae	100.0	Blautia	92.0
OTU_4133	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	3	1	0	0	0	1	0	1	0	0	2	0	1	0	0	0	Bacteria	100.0	Planctomycetes	100.0	Planctomycetacia	100.0	Planctomycetales	100.0	Planctomycetaceae	100.0	Singulisphaera	93.0
OTU_4134	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	Bacteria	100.0	Actinobacteria	97.0	Acidimicrobiia	70.0	Acidimicrobiales	70.0	Iamiaceae	65.0	Iamia	65.0
OTU_4135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhodospirillales	91.0	Rhodospirillaceae	73.0	Elstera	64.0
OTU_4136	0	0	0	0	1	1	0	1	0	0	3	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_3	100.0	Unknown_Family	100.0	Bryobacter	100.0
OTU_4137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteria	100.0	WD272	88.0	WD272_unclassified	88.0	WD272_unclassified	88.0	WD272_unclassified	88.0	WD272_unclassified	88.0
OTU_4138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Planctomycetes	100.0	Phycisphaerae	100.0	WD2101_soil_group	100.0	WD2101_soil_group_unclassified	100.0	WD2101_soil_group_unclassified	100.0
OTU_4139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	Bacteria	100.0	Planctomycetes	100.0	Planctomycetacia	93.0	Planctomycetales	91.0	Planctomycetaceae	91.0	Gemmata	62.0
OTU_4140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Bacteria	100.0	WD272	100.0	WD272_unclassified	100.0	WD272_unclassified	100.0	WD272_unclassified	100.0	WD272_unclassified	100.0
OTU_4141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	Bacteria	100.0	WD272	100.0	WD272_unclassified	100.0	WD272_unclassified	100.0	WD272_unclassified	100.0	WD272_unclassified	100.0
OTU_4142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Cyanobacteria	100.0	Chloroplast	100.0	Chloroplast_unclassified	100.0	Chloroplast_unclassified	100.0	Chloroplast_unclassified	100.0
OTU_4143	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	Bacteria	95.0	Chlamydiae	71.0	Chlamydiae	71.0	Chlamydiales	71.0	Simkaniaceae	52.0	Simkaniaceae_unclassified	52.0
OTU_4144	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteria	99.0	Bacteria_unclassified	99.0	Bacteria_unclassified	99.0	Bacteria_unclassified	99.0	Bacteria_unclassified	99.0	Bacteria_unclassified	99.0
OTU_4145	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria	100.0	Firmicutes	100.0	Clostridia	100.0	Clostridiales	100.0	Family_XIII	100.0	Anaerovorax	100.0
OTU_4146	0	1	0	0	0	0	1	1	0	1	0	1	2	0	0	0	1	1	1	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	0	1	0	1	0	2	2	2	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	2	0	1	1	1	0	0	2	1	0	1	0	0	3	0	2	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	2	0	0	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_5	100.0	Subgroup_5_unclassified	100.0	Subgroup_5_unclassified	100.0
OTU_4147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	Bacteria	100.0	Proteobacteria	99.0	Deltaproteobacteria	99.0	GR-WP33-30	99.0	GR-WP33-30_unclassified	99.0	GR-WP33-30_unclassified	99.0
OTU_4148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Firmicutes	100.0	Bacilli	100.0	Bacillales	100.0	Bacillaceae	86.0	Bacillaceae_unclassified	86.0
OTU_4149	0	0	0	1	1	1	0	0	0	0	3	0	0	0	0	0	49	0	0	0	3	0	0	21	1	0	0	0	21	0	0	0	7	1	0	1	0	0	0	0	0	0	0	0	0	4	17	0	0	0	0	5	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	21	2	0	0	2	16	0	0	0	1	0	0	1	1	1	0	0	1	0	1	1	3	1	1	20	2	0	1	Bacteria	100.0	Acidobacteria	100.0	Acidobacteria	100.0	Subgroup_2	100.0	Subgroup_2_unclassified	100.0	Subgroup_2_unclassified	100.0
OTU_4150	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rickettsiales	100.0	SM2D12	100.0	SM2D12_unclassified	100.0
OTU_4151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	100.0	Proteobacteria	100.0	Alphaproteobacteria	100.0	Rhodospirillales	100.0	B79	97.0	B79_unclassified	97.0
OTU_4152	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Bacteria	100.0	Gemmatimonadetes	100.0	Gemmatimonadetes	100.0	S0134_terrestrial_group	100.0	S0134_terrestrial_group_unclassified	100.0	S0134_terrestrial_group_unclassified	100.0
OTU_4153	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Bacteria	100.0	Chloroflexi	87.0	Ktedonobacteria	81.0	C0119	81.0	C0119_unclassified	81.0	C0119_unclassified	81.0
